CNES;UF;IBGE;NOME;LOGRADOURO;BAIRRO;LATITUDE;LONGITUDE
2558882;50;500410;UNIDADE DE SAUDE DA FAMILIA OVIDIO PAULO DE OLIVEIRA;CAPITAO PIZZA FLORES COM 15 DE NOVEMBRO QUADRA 55;PLANALTO;-21,45401;-56,10709
3011585;26;261260;USF CARAIBAS;POVOADO DE CARAIBAS;CENTRO;-8,63387;-39,70921
3063259;25;250750;USF INTEGRADA CRUZ DAS ARMAS II;RUA TOMAS GOMES DA SILVA;CRUZ DAS ARMAS;-7,15592;-34,88839
3566501;26;260990;USF AEROPORTO;AVENIDA MANOEL IRINEU DE ARAUJO;AEROPORTO;-7,87656;-40,09352
3589986;51;510840;SERVICO DE ASSISTENCIA ESPECIALIZADA SAE CTA;RUA BENEDITO CURVO;COSTA VERDE;-15,67212;-56,12748
3971163;31;313630;UBS GERALDO GONCALVES DA SILVA PSF XIII;RUA B;LAGES;-17,88265;-45,8895
6300200;51;510490;UNIDADE DE SAUDE DA FAMILIA MUTUM;COMUNIDADE DO MUTUM;ZONA RURAL;-15,35968;-56,64276
6294774;21;211153;UBS MARIA NEUSA RODRIGUES PSF;RUA 01;VANDERLANDIA;-5,07855;-48,42258
7302436;15;150440;UBS SOL NASCENTE;AV TENENTE SARAIVA;BAIRRO NOVO;-0,71504;-47,69676
7411391;42;420990;NUCLEO DE APOIO MULTIDISCIPLINAR;RUA OSWALDO SCHOEREDER;CENTRO;-27,166;-49,542
7416628;13;130260;USF L 45;RUA EDMUNDO SOARES;SAO JOSE OPERARIO;-3,06137;-59,9526
9127836;15;150178;UNIDADE BASICA DE SAUDE DO BAIRRO FELICIDADE;RUA DA PAZ;FELICIDADE;-3,77512;-49,56184
0953733;42;421190;COLONIA PENAL AGRICOLA DE PALHOCA;RUA JOSE JOAO BARCELOS;BELA VISTA;-27,65392;-48,69622
0974625;31;310410;UBS GERALDO RODRIGUES;RUA DELMIRA MARTINS VENTAROLI;NOVA ARCEBURGO;-21,364;-46,94
2635011;26;260020;ESF MARIA DA SILVA PEREIRA;POVOADO DE CACHOEIRA DO ROBERTO;ZONA RURAL;-8,63706;-41,14342
2712482;26;260105;ESF IV TEREZA MARIA DA SILVA;PRACA ROQUE BATISTA;VILA ITAPIPIRE;-7,79931;-35,07925
2213249;31;312450;ESF PANTANO;RUA BELIZARIA ROSA;PANTANO DOS ROSAS;-22,463;-46,017
2509539;29;292665;ESF JOAQUIM CAETANO DOS SANTOS;AVENIDA AQUILINO JOSE DIAS;CENTRO;-15,51402;-40,62053
2779994;41;412040;UNIDADE DE SAUDE DR ARLINDO SANTANA LINS;RUA DONA SINHA;CENTRO;-23,27988;-52,15448
2782693;41;412410;UNIDADE BASICA DE SAUDE DA PLATINA;RUA AGUAS MARINHAS;DISTRITO DA PLATINA;-23,3138;-50,00959
2782707;41;412410;UNIDADE BASICA DE SAUDE DA VILA CLARO;RUA MUNHOZ DA ROCHA;VILA CLARO;-23,30044;-50,0758
2091526;35;355030;UBS SANTA CRUZ;RUA SANTA CRUZ;VILA MARIANA;-23,548;-46,636
3779025;35;351600;PENITENCIARIA DE FLORIDA PAULISTA;VICINAL KIICHIRO HATTORI;AGRELO;-21,615;-51,174
7265441;23;230495;CENTRO DE ESPECIALIDADES;RUA ANISIO ROCHA;PINHEIRO;-4,04023;-38,63716
6240623;43;430280;CLINIFISIO;CEL CORIOLANO CASTRO;CENTRO;-30,51659;-53,49001
7615833;35;355030;DERMAVIVE CLINICA DERMATOLOGICA;CUBATAO;VILA MARIANA;-23,57303;-46,64539
9426388;35;351480;UNIDADE ESF V YPE ELDORADO;RUA DOMINGOS BAUER LEITE;CENTRO;-24,52208;-48,11307
9933905;15;150500;CLINILAB;AVENIDA BARAO DO RIO BRANCO;CENTRO;-1,20461;-47,38689
0013773;41;410410;UNIDADE BASICA DE SAUDE 24 HORAS SAO LUIZ;RUA MARIA CLARA BRANDAO TESSEROLLI;CENTRO;-25,97737;-49,68307
0842443;21;210860;UNIDADE BASICA DE SAUDE SAO JOSE;RUA DA BUBALINA;BUBALINA;-2,52902;-45,0996
0949701;15;150095;USF ERNANE FERNANDES GUSMAO;RUA DA MANGUEIRA;MANELANDIA;-2,14314;-47,55612
2005816;27;270430;UNIDADE DE SAUDE DA FAMILIA VILLAGE CAMPESTRE II 7 DS;AV ALICE CAROLINA;CIDADE UNIVERSITARIA;-9,54597;-35,73657
2209802;31;313270;PSF VIDA E SAUDE;RUA XINGU;VILA BAIANA;-18,0378;-41,68934
2568977;41;412320;LABOR LABORATORIO RABELO;RUA DEPUTADO NILSON RIBAS;CENTRO;-23,517;-50,784
2573393;41;411575;CENTRO MUNICIPAL DE SAUDE DE MAUA DA SERRA;RUA SANTA LUZIA;CENTRO;-23,90455;-51,22976
2763524;31;316670;CENTRO DE SAUDE MUNICIPAL DE SERRA DOS AIMORES;RUA ARAGUAIA;CENTRO;-17,783;-40,248
2790211;35;354160;CENTRO DE SAUDE ESF;RUA GENARO SAMMARCO;CENTRO;-21,53758;-49,86224
9711260;15;150095;USF PEDRO ALVES FERREIRA;VILA DO REPARTIMENTO;ZONA RURAL;-2,23537;-47,53413
0603988;35;351640;NUPAVV NUCLEO DE PREVENCAO E ASSIST A VITIMAS DE VIOLENCIA;RUA NELSON RODRIGUES;CENTRO;-23,322;-46,727
0606367;35;350980;PSF MARIA FRABETT DE SOUZA ESTANCIA;JOSE LEONARDO DIOGO;CENTRO;-22,60603;-49,99533
0900532;31;316870;UNIDADE MARIO DE SOUZA;RUA JOAO ALVES DE AZEVEDO;OLARIA;-19,54793;-42,63962
2019876;16;160030;PMM U B S MANOELZINHO;PASSARELA 23 DE JANEIRO;CIDADE NOVA;0,039;-51,066
2055708;35;354060;UNIDADE BASICA DE SAUDE ANTONIO PATUCCI PORTO FELIZ;RUA DR ALVIM;CENTRO;-23,21991;-47,52325
2153637;31;313670;UBS SANTA LUZIA PSF;RUA TORREOES;SANTA LUZIA;-21,78538;-43,34555
2153203;31;313670;UBS ALTO DO GRAJAU PSF;RUA DOUTOR LEONEL JAGUARIBE;ALTO GRAJAU;-21,74519;-43,34087
2153211;31;313670;UBS SAO SEBASTIAO PSF;RUA JORGE RAIMUNDO;SANTA CANDIDA;-21,75217;-43,33576
2153432;31;313670;UBS VILA OLAVO COSTA PSF;R JACINTO MARCELINO;VILA OLAVO COSTA;-21,77529;-43,33312
2275341;33;330452;ESTRATEGIA SAUDE DA FAMILIA NOVA CIDADE;RUA INAJARA;NOVA CIDADE;-22,5147;-41,94561
2332418;15;150050;UNIDADE BASICA DE SAUDE DA FAMILIA NADIME DIB ALVARENGA;RUA 07 DE SETEMBRO;CENTRO;-1,52917;-52,57809
2402149;29;291150;USF DE TAPIRAMA;POVOADO DE TAPIRAMA;DISTRITO DE TAPIRAMA;-14,21625;-39,66547
2499177;23;230570;POSTO DE SAUDE DE FELIZARDO VIEIRA;DISTRITO FELIZARDO;CENTRO;-6,84675;-38,74174
2787474;35;355030;UBS JARDIM ICARAI QUINTANA;RUA SAO ROQUE DO PARAGUACU;VILA QUINTANA;-23,74333;-46,706
2787814;35;355030;UBS JARDIM SAO NORBERTO;AVENIDA DOMENICO LANZETTI;SAO NORBERTO;-23,548;-46,636
2221640;31;313670;UBS PARQUE BURNIER JARDIM DA LUA PSF;NATALINO JOSE DE PAULA;JARDIM DA LUA;-21,76159;-43,3288
3394506;23;230440;UAPS FERNANDO DIOGENES;RUA TEODORO DE CASTRO;GRANJA PORTUGUAL;-3,78072;-38,60182
3689247;35;355030;UBS JARDIM IPORA;RUA FORTE DE VILA BELA;JARDIM IPORA;-23,78482;-46,71298
3916731;26;260105;CENTRO DE ESPECIALIDADES DE ARACOIABA;RUA DUQUE DE CAXIAS;CENTRO;-7,79;-35,091
5026105;35;352850;UBS MALVINA MACHADO WISNIEWSKI ESF VILA MACHADO;RUA ANTONIO BUENO MORAES;VILA MACHADO;-23,338;-46,558
6360890;35;355030;AMA JARDIM ICARAI QUINTANA;RUA SAO ROQUE DO PARAGUACU;VILA QUINTANA;-23,548;-46,636
7812418;35;354800;UNIDADE DE SAUDE DA FAMILIA NOLBERTO DE OLIVERIO;RUA JARJURA RACHID MILAN;JD MARIA HELENA;-22,606;-46,919
9841881;43;430512;ESF CENTRAL;RUA MANOEL LUIZ LUCAS;CENTRO;-31,84881;-52,82086
9900861;35;354340;UBS DR LUIZ GAETANI JARDIM CRISTO REDENTOR;RUA ZILDA FARIA;JARDIM CRISTO REDENT;-21,10379;-47,82208
0906727;29;291060;UNIDADE DE SAUDE DA FAMILIA SEDE II;AV JJ SEABRA;CENTRO;-11,79906;-37,94595
2096366;35;351518;CENTRO DE SAUDE II DR JOSE DE FELIPE E S PINHAL SP;RUA CEL AMANDO VERGUEIRO;CENTRO;-22,191;-46,741
5987830;29;291060;UNIDADE DE SAUDE DR ANTONIO GOMES DE OLIVEIRA;POVOADO DE MATA;PALAME;-12,07325;-37,71668
0265233;33;330455;SMS CF PADRE MARCOS VINICIO MIRANDA VIEIRA AP 40;ESTRADA DO ITANHANGA;ITANHANGA;-22,98684;-43,30304
0856428;52;520620;ESF DNER;RUA JOSE RODRIGUES DE QUEIROZ;DNER;-16,75883;-47,60552
0857440;52;520620;ESF JARDIM PLANALTO;RUA 2;JARDIM PLANALTO;-16,79065;-47,6178
0895695;32;320240;PROGRAMA MUNICIPAL DE TUBERCULOSE E HANSENIASE;PRACA ANTONIO JORGE ASSEF;MUQUICABA;-20,66178;-40,4981
0974897;23;231290;CSF SALGADO DOS MACHADOS;RUA INACIO MACHADO DA PONTE;SALGADO DOS MACHADOS;-3,674;-40,239
0974994;25;251210;USF XIII FRANCISCO PEREIRA;RUA PROJETADA;FRANCISCO PEREIRA VI;-6,78522;-37,79488
0975028;25;251210;USF XIV ALTIPLANO;RUA PROJETADA;ALTIPLANO;-6,75899;-37,78848
2013991;13;130260;USF S 01;RUA FORMOSA;FLORES;-3,04507;-59,99994
2042045;35;352030;UNIDADE DE ESF I JAIRE IGUAPE;ESTRADA DO JAIRE;JAIRE;-24,708;-47,555
2235528;43;430440;EAP FRANCISCO JAQUES GIL;RUA SETE DE SETEMBRO;CENTRO;-29,36053;-50,80744
2269376;33;330455;SMS CMS HEITOR BELTRAO AP 22;RUA DESEMBARGADOR ISIDRO;TIJUCA;;
2270315;33;330455;SMS CMS MAIA BITTENCOURT AP 52;ESTRADA DO MATO ALTO;GUARATIBA;-22,99216;-43,59293
2270323;33;330455;SMS CMS ADAO PEREIRA NUNES AP 52;RUA FLORESTAL;INHOAIBA;-22,92387;-43,60132
2270641;33;330455;SMS CMS PEDRO NAVA AP 52;RUA DO PERNAMBUCANO;CAMPO GRANDE;-22,85447;-43,54133
2280280;33;330455;SMS CMS NICOLA ALBANO AP 22;RUA BOA VISTA;ALTO DA BOA VISTA;;
2280787;33;330455;SMS CMS NILZA ROSA AP 22;RUA CASTELNUOVO;TIJUCA;;
2404257;22;220470;CENTRO DE SAUDE ALEGRETE;ALEGRETE;ZONA RURAL;-6,7028;-41,76453
2466295;32;320240;UNIDADE DE SAUDE DA FAMILIA DR ROBERTO CALMON;RUA ZULEIMA FORTES FARIA;CENTRO;-20,67188;-40,49927
2485915;32;320500;ESF DE CAMPINHO DA SERRA;AVENIDA VEREADOR JORGE CACULO;CAMPINHO DA SERRA II;-20,129;-40,308
2486016;32;320500;UNIDADE BASICA DE SAUDE CARAPEBUS;RUA DONA BELMIRA DE OLIVEIRA;PRAIA DE CARAPEBUS;-20,129;-40,308
2486032;32;320500;ESF CHACARA PARREIRAL;RUA RAIMUNDO CORREA;CHACARA PARREIRAL;-20,12904;-40,308
2499444;32;320500;ESF DE JARDIM TROPICAL;AVENIDA CENTRAL;JARDIM TROPICAL;-20,20598;-40,27445
2499460;32;320500;ESF DE MANGUINHOS;RUA PIRAQUIRI;MANGUINHOS;-20,12904;-40,30796
2499479;32;320500;UNIDADE BASICA DE SAUDE NOVA ALMEIDA;AV COLATINENSE;NOVA ALMEIDA;-20,05633;-40,20322
2499495;32;320500;ESF DE PITANGA;RUA ARISTIDES CORREA;PITANGA;-20,17342;-40,28398
2499509;32;320500;ESF DE PLANALTO SERRANO BLOCO A;RUA PLANALTO;PLANALTO SERRANO BL;-20,13583;-40,29197
2522829;32;320500;UNIDADE REGIONAL DE SAUDE NOVO HORIZONTE;AV BRASIL;NOVO HORIZONTE;-20,21939;-40,25285
2522845;32;320500;UNIDADE BASICA DE SAUDE VILA NOVA DE COLARES;RUA ROSA ORTOLON CONTE;VILA NOVA DE COLARES;-20,18136;-40,20897
2522888;32;320500;UNIDADE BASICA DE SAUDE REGINA DORCELINA DE JESUS;RUA MACEIO;SAO MARCOS II;-20,2177;-40,27557
2522896;32;320500;ESF DE OCEANIA;AVENIDA MERIDIONAL;CIDADE CONTINENTAL;-20,21175;-40,22321
2522950;32;320500;UNIDADE BASICA DE SAUDE VISTA DA SERRA;RUA BAIXO GUANDU;VISTA DA SERRA I;-20,13884;-40,29949
2546949;32;320500;UNIDADE BASICA DE SAUDE PORTO CANOA;RUA BICO DE LACRE;PORTO CANOA;-20,15605;-40,25143
2647311;42;420460;UNIDADE BASICA DE SAUDE SANTA LUZIA;RUA BRAZ CARDOSO FERNANDES;SANTA LUZIA;-28,70476;-49,42672
2708426;33;330455;SMS CMS ERNANI AGRICOLA AP 10;RUA CONSTANTE JARDIM;SANTA TERESA;;
2780011;41;412290;UAP BENEDITA VOLPI BRUNO;RUA HELIO DA SILVA PEREIRA;VILA ALTA;-23,60815;-49,63164
3028704;29;292840;UNIDADE DE SAUDE DA FAMILIA JUSTINIANO DE BRITO MONTENEGRO;AVENIDA SANTOS DUMONT;CENTRO;-11,00347;-44,53169
3567540;33;330455;SMS CF ANA GONZAGA AP 52;PRACA JOAO WESLEY;INHOAIBA;-22,9127;-43,5951
3785025;33;330455;SMS CF RECANTO DO TROVADOR AP 22;RUA VISCONDE DE SANTA ISABEL;VILA ISABEL;;
3942252;32;320500;ESF DE NOVA CARAPINA II;AVENIDA MONTES CLAROS;NOVA CARAPINA II;-20,15418;-40,27748
5050359;53;530010;UBS 8 VALE DO AMANHECER PLANALTINA;AREA ESPECIAL;PLANALTINA;-15,67099;-47,64517
5620287;33;330455;SMS CF AGENOR DE MIRANDA ARAUJO NETO AP 52;ESTRADA DO MATO ALTO;CAMPO GRANDE;-22,94669;-43,57643
6206107;32;320500;ESF DE PLANALTO SERRANO BLOCO B;AVENIDA BRASILIA;PLANALTO SERRANO BLO;-20,12566;-40,28305
6677711;33;330455;SMS CF DALMIR DE ABREU SALGADO AP 52;ESTRADA DO MAGARCA;GUARATIBA;-22,94196;-43,59097
7421842;31;315210;COMPLEXO PENITENCIARIO DE PONTE NOVA;AVENIDA ANTONIO CONSTANTINO TRIVELLATO;CIDADE NOVA;-20,41696;-42,90968
7996675;33;330455;SMS CF GERSON BERGHER AP 40;RUA CANDIDO BENICIO;CAMPINHO;-22,89716;-43,35162
9061398;33;330455;SMS CF MEDALHISTA OLIMPICO BRUNO SCHMIDT AP 52;RUA MANOEL JULIAO DE MEDEIROS;CAMPO GRANDE;-22,87255;-43,57832
9061401;33;330455;SMS CF MEDALHISTA OLIMPICO ARTHUR ZANETTI AP 52;AVENIDA MARECHAL DANTAS BARRETO;CAMPO GRANDE;-22,88353;-43,55801
2009854;27;270430;CAIC VIRGEM DOS POBRES 2 DS;AV SEN RUI PALMEIRA;TRAPICHE;-9,67276;-35,76669
2644517;21;210760;UNIDADE BASICA DE SAUDE DO JAPAO;JAPAO;CENTRO;-2,72958;-45,04463
3063100;43;431710;ESF PLANALTO;LUIS CARLOS VARES;PLANALTO;-30,891;-55,533
6958117;35;355700;PROGRAMA MELHOR EM CASA;PRACA ANTONIO WALTER;CENTRO;-23,54461;-47,44875
0004855;29;292740;UBS DR PERICLES LARANJEIRAS;RUA DAS PITANGUEIRAS;FAZ GRANDE DO RETIRO;-12,94303;-38,47485
0006920;29;292740;UBS NOVO MAROTINHO;ESTRADA VELHA DO AEROPORTO;NOVO MAROTINHO;-12,971;-38,511
2237237;43;431490;UNIDADE DE SAUDE MILTA RODRIGUES;RUA COMENDADOR EDUARDO SECCO;JARDIM CARVALHO;-30,05945;-51,14801
2237245;43;431490;UNIDADE DE SAUDE ASSIS BRASIL;AV ASSIS BRASIL;SARANDI;-29,99321;-51,12848
2237423;43;431490;UNIDADE DE SAUDE SAO BORJA;RUA MARTIM FERREIRA DE CARVALHO;SARANDI;-29,98963;-51,11901
2237954;43;431490;UNIDADE DE SAUDE JARDIM PROTASIO ALVES;RUA DAS VIOLETAS;JARDIM PROTASIO ALVE;-30,10141;-51,138
2264218;43;431490;UNIDADE DE SAUDE BECO DOS COQUEIROS;AVENIDA VITORIA;PASSO DAS PEDRAS;-30,02308;-51,12271
2264366;43;431490;UNIDADE DE SAUDE ILHA DOS MARINHEIROS;RUA SANTA RITA DE CASSIA;ILHA DOS MARINHEIROS;-29,99326;-51,22403
2264374;43;431490;CLINICA DA FAMILIA DIRETOR PESTANA;RUA DONA TEODORA;FARRAPOS;-29,99283;-51,19386
2264641;43;431490;UNIDADE DE SAUDE NOVA GLEBA;RUA PAULO HENRIQUE TENCATEN;RUBEM BERTA;-29,99627;-51,09115
2264692;43;431490;UNIDADE DE SAUDE SANTA ROSA;AV DONARIO BRAGA;RUBEM BERTA;-29,99819;-51,10245
2264706;43;431490;UNIDADE DE SAUDE RAMOS;RUA K ESQUINA;RUBEM BERTA;-29,99421;-51,1065
2264722;43;431490;UNIDADE DE SAUDE ESMERALDA;RUA DOLORES DURAN;AGRONOMIA;-30,08696;-51,12211
2264765;43;431490;UNIDADE DE SAUDE MATO SAMPAIO;RUA VINTE E SETE;BOM JESUS;-30,04921;-51,16415
2264773;43;431490;UNIDADE DE SAUDE VILA BRASILIA;RUA JUVENAL CRUZ;JARDIM CARVALHO;-30,04741;-51,14464
2264781;43;431490;UNIDADE DE SAUDE VILA PINTO;RUA BECO 5;BOM JESUS;-30,05054;-51,15279
2264854;43;431490;UNIDADE DE SAUDE SAO CRISTOVAO;CEL RICARDO LEAL KELLETER;RUBEM BERTA;-30,01437;-51,09743
2264862;43;431490;UNIDADE DE SAUDE RUBEM BERTA;RUA WOLFRAM METZLER;RUBEM BERTA;-30,02262;-51,10668
2264889;43;431490;UNIDADE DE SAUDE VILA SAFIRA;AVENIDA DELEGADO ELY CORREA PRADO;MARIO QUINTANA;-30,03592;-51,10718
2264897;43;431490;UNIDADE DE SAUDE WENCESLAU FONTOURA;RUA JOSE LUIZ MARTINS COSTA;MARIO QUINTANA;-30,02442;-51,09964
2264900;43;431490;UNIDADE DE SAUDE BATISTA FLORES;RUA SERAFIM MACHADO;MARIO QUINTANA;-30,02828;-51,10634
2457407;21;210650;USF TANQUE;POV TANQUE;ZONA RURAL;-3,101;-45,034
2533294;29;292400;USF RODOVIARIO;RUA ESPIRITO SANTOS;RODOVIARIO;-9,39882;-38,23339
2823942;35;352740;PENITENCIARIA DE LUCELIA;ESTRADA VICINAL PASCOAL MLTON LENTINI;UNIAO;-21,6536;-50,99579
3112306;15;150400;UNIDADE BASICA DE SAUDE DE TATUOCA;RIO TATUOCA;ZONA RURAL;-1,76989;-49,29016
3437159;43;431490;UNIDADE DE SAUDE MARIO QUINTANA;RUA SEISCENTOS E NOVENTA E OITO;FARRAPOS;-29,97749;-51,19653
3746771;29;292740;UBS CANABRAVA;RUA BEM TE VI;CANABRAVA;-12,92365;-38,41894
3927997;43;431490;UNIDADE DE SAUDE SANTO AGOSTINHO;RUA JOAO PARIS;SARANDI;-29,98962;-51,10655
6051138;33;330580;UNIDADE BASICA DE SAUDE DA FAMILIA DE PIMENTEIRAS;RUA DR OLIVEIRA;PIMENTEIRAS;-22,40539;-42,97761
6388280;29;292740;USF ALTO DA TEREZINHA;LADEIRA DA TEREZINHA;ALTO DA TEREZINHA;-12,88324;-38,47939
7465645;29;292740;USF BOM JUA;RUA DO BOM JUA;FAZENDA GRANDE DO RE;-12,94043;-38,4748
9400354;29;292740;USF CAPELINHA DE SAO CAETANO;RUA DA GLORIA;CAPELINHA;-12,93033;-38,48427
9622861;29;292740;USF PLATAFORMA;RUA FORMOSA;PLATAFORMA;-12,76077;-38,6398
9702520;21;211176;CENTRO DE SAUDE ANTONIA AMELIA ALENCAR 24 HORAS;RUA 13 DE MAIO;NOVA MUCUIBA;-5,44419;-47,28797
0317217;51;510840;UBS CONSTRUMAT;RUA ANTONIO LINO ESQUINA COM JAYME CAMPOS;CONSTRUMAT;-15,62219;-56,10546
2390752;51;510840;ESF CAPAO GRANDE;AV PRINCIPAL;CAPAO GRANDE;-15,56945;-56,14312
3895467;51;510840;ESF MANGA;AVENIDA ARY PAES BARRETO;MANGA;-15,647;-56,133
7242034;51;510840;CENTRO DE SAUDE LIMPO GRANDE;RUA NOSSA SENHORA APARECIDA;LIMPO GRANDE;-15,58233;-56,14495
2117681;31;314915;UNIDADE BASICA DE SAUDE DERALDO MENDES BRITO;AVENIDA PEDRO AMADOR SOBRINHO;ZONA RURAL;-15,66164;-44,32855
3834107;29;292680;U S F SAO JOSE;RUA MANOEL CANDIDO SILVEIRA DISTRITO DE IBITIRA;ZONA RURAL;-14,411;-42,076
0858153;52;520840;UBS VI SILVIA ANTONIA NERY DOS SANTOS;RUA DIVINO JACINTO DE DEUS;VITORIA;-16,50288;-49,0152
0897701;35;351260;ESF ELIZEU LAZARO LOUREIRO;RUA AVENIDA PRESIDENTE CASTELO BRANCO;CENTRO;-23,631;-49,314
0980048;23;231020;U B S CAMPO DE SEMENTE;RUA GUMERCINDO AGUIAR JUVENCIO;PARACURU BEACH;-3,42704;-39,02872
5595983;31;315217;ESF DO POVOADO DE BOA VISTA DE SANTANA;RUA PADRE PARAISO;ZONA RURAL;-16,75314;-41,50403
3834905;42;421320;UNIDADE DE SAUDE DA FAMILIA RICARDO JUNG;RUA NATAL;CENTRO;-26,73183;-49,17043
2153246;31;313670;UBS BAIRRO INDUSTRIAL;RUA JOAO GUALBERTO;INDUSTRIAL;-21,7351;-43,3886
2153327;31;313670;UBS BENFICA;RUA GUARARAPES;BENFICA;-21,68782;-43,43682
2153394;31;313670;UBS JOQUEI CLUBE II PSF;R ANTONIO GUIMARAES PERALVA;JOQUEI CLUBE II;-21,71152;-43,40975
2204320;31;313520;UBS RIACHO DA CRUZ;RIACHO DA CRUZ;ZONA RURAL;-15,31054;-44,21063
2305577;42;421125;UNIDADE DE SAUDE AVELINO MEZZARI;RUA JUVENAL FELICIANO BITENCURT;CENTRO;-28,801;-49,721
2799081;29;291190;CENTRO DE ATENDIMENTO PARA ENFRENTAMENTO A COVID 19;RUA EVARISTO SAMPAIO;BOIADEIRA;-12,767;-40,212
7397267;22;220120;P S VILA FRANCA JOSE DE DEUS LAGES CORREIA;VILA FRANCA;SANTINHO;-4,247;-42,296
4048946;35;353230;CENTRO DE SAUDE DE NATIVIDADE DA SERRA;RUA LINDOLFO FERNANDES DE CASTRO;CENTRO;-23,37893;-45,44647
9808442;35;353230;ESF CENTRO NATIVIDADE DA SERRA;TRAVESSA ANTONIO MALOSTI;CENTRO;-23,37893;-45,44647
2071398;35;350230;UNIDADE BASICA DE PIRAMBOIA ANHEMBI;RUA MONTE CASTELO;DISTRITO DE ANHEMBI;-22,8072;-48,10123
2100851;31;314700;USF JK;RUA ANISIO BOTELHO;NOSSA SENHORA DE FAT;-17,22532;-46,85924
2493101;29;292010;UNIDADE DE SAUDE DA FAMILIA JONATHAS LAURENTINO DE SANTANA;RUA SETE DE SETEMBTO;POV ANGICO;-11,71366;-40,14349
2493128;29;292010;UNIDADE DE SAUDE DA FAMILIA GEROLINO JOSE DE OLIVEIRA;POVOADO DE AROEIRA;POV AROEIRA;-11,71208;-40,1204
5445477;33;330130;UBS OSWALDO RAMOS;RODOVIA AMARAL PEIXOTO;VILA NOVA BARRA DE;-22,59294;-41,99375
0870986;51;510780;UNIDADE DE SAUDE DA FAMILIA EAP;MARECHAL TEODORO DA FONSECA;CENTRO;-15,866;-56,077
5617049;29;292010;UNIDADE DE SAUDE DA FAMILIA DILTON OLIVEIRA SANTOS;AV SUZETE SANTOS ARAUJO;COQUEIRO;-11,70903;-40,15505
7472722;32;320520;UNIDADE DE SAUDE DA FAMILIA JARDIM COLORADO;RUA DA SAUDADE;JARDIM COLORADO;-20,36001;-40,31777
7527551;28;280480;CLINICA DE SAUDE DA FAMILIA MARIA HELENA BARBOSA DE MELO;AVENIDA MOACIR OLIVEIRA;COMPLEXO TAICOCA;-10,85186;-37,0719
9773991;35;353490;CENTRO DE DETENCAO PROVISORIA I DE PACAEMBU;VICINAL PREFEITO KOITIRO SATO PBU 010 KM 07 600M;ZONA RURAL;-21,48985;-51,26818
9774009;35;353490;CENTRO DE DETENCAO PROVISORIA II DE PACAEMBU;VICINAL PREFEITO KOITIRO SATO PBU 010 KM 07 6;ZONA RURAL;-21,48819;-51,26743
0046728;35;354970;ESF NATAL MERLI DE SAO JOSE DO RIO PARDO;RUA SATURNINO CANDIDO MARTINS;NATAL MERLI;-21,57826;-46,90679
0966398;29;292170;USF UNIDADE DE SAUDE DA FAMILIA VALE OURO II;POVOADO DE VALE OURO II;POVOADO;-11,54384;-41,1559
0966479;29;292170;USF UNIDADE DE SAUDE DA FAMILIA CAIXA DAGUA II;POVOADO DE CAIXA DAGUA;POVOADO;-11,54411;-41,15579
0966495;29;292170;USF UNIDADE DE SAUDE DA FAMILIA DE FLORES;POVODO DE FLORES;POVOADO;-11,54422;-41,15599
0966630;29;292170;USF UNIDADE DE SAUDE DA FAMILIA DE MIRA SERRA;POVOADO DE MIRA SERRA;POVOADO;-11,54701;-41,15627
2870339;13;130170;USF CENTRO;TRAVESSA DO HOSPITAL;SAO JOSE;-7,51507;-63,02627
2870444;35;350330;CAPS IJ INFANTO JUVENIL ARARAS;RUA CARLINDO PEREIRA DA COSTA;VILA MICHELIN;-22,36117;-47,37884
2870487;15;150600;UBS IGARAPE DAS PEDRAS;COMUNIDADE IAGARPE DAS PEDRAS;ZONA RURAL;-2,45276;-54,09835
2221691;31;313670;UBS SAO BENEDITO PSF;AVENIDA AGILBERTO COSTA;SAO BENEDITO;-21,74928;-43,3307
2231964;43;430460;UBS SANTA ISABEL CANOAS;RUA FREI ORLANDO;CENTRO;-29,918;-51,184
2030365;35;350150;CS ALVINLANDIA;RUA AMADEU CRIPPA;CENTRO;-22,4382;-49,76811
2035731;35;350550;UNIDADE BASICA DE SAUDE DO IBITU;AVENIDA JORGE TIBIRICA;DISTRITO DE IBITU;-20,54022;-48,60352
2091100;35;353580;CENTRO DE SAUDE III PARANAPANEMA;RUA JOSE BERNARDO;CENTRO;-23,38382;-48,72662
2153734;31;313670;UBS HUMAITA;R LINDOLFO HENRIQUES DE AQUINO;HUMAITA;-21,76941;-43,48904
2215349;31;313670;UBS JARDIM ESPERANCA PSF;RUA PADRE JOAO MICHELETO;JARDIM ESPERANCA;-21,77242;-43,29475
2221675;31;313670;UBS RETIRO PSF;R SEBASTIAO CARDOSO;RETIRO;-21,78368;-43,29864
2266261;43;430300;ESF FERREIRA;FERREIRA;INTERIOR;-29,99835;-52,97575
2266296;43;430300;EAP CENTRO SOCIAL URBANO;RUA LEOPOLDO DE SOUZA;SANTA HELENA;-30,0247;-52,91496
2266350;43;430300;ESF PROMORAR;QUADRA 12;PROMORAR;-30,00285;-52,91749
2266377;43;430300;ESF CARVALHO;RUA FERMINIANO PEREIRA SOARES;CARVALHO;-30,04809;-52,88072
2266393;43;430300;ESF NOEMIA;RUA GREGORIO DA FONSECA;NOEMIA;-30,01811;-52,92061
